equipo_id,codigo_inventario,numero_serie,nombre_equipo,clase_funcional,marca,modelo,clase_riesgo,criticidad,fecha_adquisicion,costo_adquisicion,vida_util_anios,modalidad_propiedad,fecha_vencimiento_garantia,bajo_plan_mantenimiento,estrategia_mantenimiento,estado_actual
1469,EQ-01469,SN-1469-68019913,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-230,II,Alta,2013-12-15,73000.0,13,Comodato,2016-08-13,True,Interno,Bueno
1470,EQ-01470,SN-1470-57695648,Centrífuga,Laboratorio,Beckman Coulter,BE-435,I,Baja,2011-06-07,2243000.0,9,Propio,,False,Interno,Bueno
1471,EQ-01471,SN-1471-53130952,Esfigmomanómetro,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-389,II,Baja,2015-05-20,172000.0,13,Propio,,True,Interno,Baja
1472,EQ-01472,SN-1472-33972424,Unidad dental,Odontología,Belmont,BE-299,I,Baja,2010-01-14,15568000.0,12,Propio,2012-07-24,True,Contrato,Bueno
1473,EQ-01473,SN-1473-62635983,Oftalmoscopio,Apoyo a diagnóstico,Riester,RI-222,I,Media,2021-09-13,871000.0,13,Propio,,True,Externo,Bueno
1474,EQ-01474,SN-1474-38546212,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-156,II,Alta,2012-04-11,149000.0,13,Propio,,True,Interno,Bueno
1475,EQ-01475,SN-1475-29946318,Oxímetro central,Monitoreo,Nonin,NO-812,III,Media,2021-03-26,2354000.0,8,Propio,2023-08-09,True,Interno,Bueno
1476,EQ-01476,SN-1476-27934281,Oftalmoscopio,Apoyo a diagnóstico,Riester,RI-921,I,Baja,2012-04-07,611000.0,12,Propio,2014-04-27,True,Contrato,Bueno
1477,EQ-01477,SN-1477-86703992,Camilla de transporte,Apoyo a diagnóstico,Malvestio,MA-421,I,Baja,2020-06-03,3504000.0,10,Arriendo,2021-09-12,False,Externo,Regular
1478,EQ-01478,SN-1478-23195645,Esfigmomanómetro,Apoyo a diagnóstico,Microlife,MI-274,II,Baja,2018-06-25,206000.0,12,Propio,,True,Interno,Bueno
1479,EQ-01479,SN-1479-42922422,Doppler fetal,Apoyo a diagnóstico,Huntleigh,HU-612,II,Media,2025-07-14,658000.0,11,Propio,2027-08-17,True,Interno,Regular
1480,EQ-01480,SN-1480-85019980,Bomba PCA,Soporte vital,Fresenius Kabi,FR-392,III,Alta,2017-08-09,3045000.0,11,Comodato,,False,Interno,Bueno
1481,EQ-01481,SN-1481-48352561,Analizador hematológico,Laboratorio,Sysmex,SY-684,II,Baja,2016-09-10,18212000.0,11,Propio,2017-09-24,True,Interno,Bueno
1482,EQ-01482,SN-1482-93568284,Otoscopio,Apoyo a diagnóstico,HEINE,HE-605,I,Baja,2019-08-16,295000.0,14,Propio,2021-10-26,True,Externo,Bueno
1483,EQ-01483,SN-1483-73740250,Camilla de fisioterapia,Rehabilitación,Chattanooga,CH-868,I,Baja,2014-05-20,1728000.0,7,Comodato,2015-06-13,False,Externo,Bueno
1484,EQ-01484,SN-1484-65444342,Ecógrafo,Imagenología,GE HealthCare,GE-821,II,Media,2010-06-03,52018000.0,13,Propio,2011-12-03,True,Interno,Bueno
1485,EQ-01485,SN-1485-74490365,Carro de transporte estéril,Esterilización,STERIS,ST-817,I,Baja,2024-06-29,2313000.0,6,Propio,,True,Interno,Bueno
1486,EQ-01486,SN-1486-84258756,Oxímetro central,Monitoreo,Nonin,NO-597,III,Media,2026-04-07,2202000.0,12,Propio,2028-04-10,False,Contrato,Bueno
1487,EQ-01487,SN-1487-51882403,Monitor signos vitales,Monitoreo,Welch Allyn/Hillrom,WE-945,II,Media,2010-01-07,1352000.0,10,Propio,2011-09-25,True,Contrato,Bueno
1488,EQ-01488,SN-1488-80540818,Monitor signos vitales,Monitoreo,Nihon Kohden,NI-590,II,Media,2022-04-11,1359000.0,11,Arriendo,2025-03-03,True,Interno,Bueno
1489,EQ-01489,SN-1489-82796551,Campímetro,Oftalmología,Zeiss,ZE-735,II,Baja,2025-01-22,22911000.0,14,Propio,2027-11-20,True,Externo,Bueno
1490,EQ-01490,SN-1490-86587201,Ventilador mecánico,Soporte vital,Dräger,DR-740,III,Alta,2020-02-27,35129000.0,9,Propio,2022-09-26,True,Externo,Bueno
1491,EQ-01491,SN-1491-12213981,Incubadora,Neonatología,Atom Medical,AT-911,III,Media,2014-03-24,14848000.0,12,Propio,2015-05-08,True,Interno,Regular
1492,EQ-01492,SN-1492-81371505,Bomba de infusión,Soporte vital,Mindray,MI-894,III,Alta,2010-09-23,2085000.0,10,Propio,,True,Interno,Bueno
1493,EQ-01493,SN-1493-40836934,Tonómetro,Oftalmología,Huvitz,HU-787,II,Baja,2015-05-29,5852000.0,12,Comodato,,False,Interno,Bueno
1494,EQ-01494,SN-1494-10686128,Oxímetro central,Monitoreo,Nonin,NO-841,III,Media,2024-02-08,2851000.0,9,Propio,,True,Externo,Bueno
1495,EQ-01495,SN-1495-79001519,Arco C,Imagenología,Canon Medical,CA-734,II,Media,2025-02-20,124080000.0,14,Propio,2027-08-28,True,Externo,Bueno
1496,EQ-01496,SN-1496-32737082,Otoscopio,Apoyo a diagnóstico,Riester,RI-518,I,Baja,2025-12-23,347000.0,12,Comodato,,True,Interno,Bueno
1497,EQ-01497,SN-1497-49538978,Esfigmomanómetro,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-804,II,Baja,2016-07-27,208000.0,10,Propio,,False,Externo,Bueno
1498,EQ-01498,SN-1498-95125510,Bomba de infusión,Soporte vital,ICU Medical,IC-929,III,Media,2023-06-26,1552000.0,13,Propio,,True,Interno,Bueno
1499,EQ-01499,SN-1499-20167972,Monitor signos vitales,Monitoreo,Edan,ED-904,II,Media,2014-07-01,1185000.0,15,Propio,,True,Interno,Bueno
1500,EQ-01500,SN-1500-79727633,Refrigerador clínico,Laboratorio,Thermo Fisher Scientific,TH-577,I,Media,2019-09-19,4497000.0,10,Propio,2022-02-20,True,Interno,Bueno
1501,EQ-01501,SN-1501-97161005,Camilla de transporte,Apoyo a diagnóstico,Hillrom/Baxter,HI-413,I,Media,2018-09-23,5967000.0,7,Comodato,,False,Interno,Bueno
1502,EQ-01502,SN-1502-34713888,Ventilador mecánico,Soporte vital,Hamilton Medical,HA-279,III,Alta,2024-05-14,36974000.0,9,Propio,2027-03-24,False,Interno,Bueno
1503,EQ-01503,SN-1503-93137576,Monitor multiparámetro,Monitoreo,Dräger,DR-829,III,Media,2011-01-20,4288000.0,14,Propio,,True,Contrato,Regular
1504,EQ-01504,SN-1504-96430891,Oftalmoscopio,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-298,I,Baja,2019-11-26,207000.0,10,Propio,,True,Contrato,Bueno
1505,EQ-01505,SN-1505-57078588,Bomba de infusión,Soporte vital,ICU Medical,IC-666,III,Alta,2012-01-05,1233000.0,13,Propio,,True,Contrato,Bueno
1506,EQ-01506,SN-1506-54517340,Ventilador mecánico,Soporte vital,Dräger,DR-310,III,Alta,2019-05-23,30775000.0,11,Propio,2020-05-28,True,Contrato,Bueno
1507,EQ-01507,SN-1507-81854298,Ventilador mecánico,Soporte vital,Dräger,DR-362,III,Alta,2017-05-08,40270000.0,8,Propio,,True,Contrato,Bueno
1508,EQ-01508,SN-1508-14159385,Camilla de transporte,Apoyo a diagnóstico,Malvestio,MA-346,I,Baja,2020-12-16,5592000.0,8,Comodato,,True,Interno,Bueno
1509,EQ-01509,SN-1509-47550674,Bomba PCA,Soporte vital,ICU Medical,IC-394,III,Alta,2013-11-07,2597000.0,8,Propio,,True,Interno,Bueno
1510,EQ-01510,SN-1510-32865657,Monitor multiparámetro,Monitoreo,Spacelabs,SP-499,III,Media,2016-11-16,3681000.0,13,Propio,2017-11-17,True,Externo,Bueno
1511,EQ-01511,SN-1511-71733160,Tonómetro,Oftalmología,Topcon,TO-863,II,Baja,2013-07-21,5465000.0,14,Propio,2015-09-02,True,Contrato,Bueno
1512,EQ-01512,SN-1512-99903881,Glucómetro,Apoyo a diagnóstico,Gima,GI-194,II,Baja,2018-03-28,53000.0,8,Propio,,True,Interno,Regular
1513,EQ-01513,SN-1513-39942991,Oftalmoscopio,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-406,I,Baja,2022-08-04,570000.0,8,Propio,,False,Interno,Bueno
1514,EQ-01514,SN-1514-46859627,Selladora térmica,Esterilización,Tuttnauer,TU-883,I,Baja,2019-02-23,1680000.0,9,Comodato,,True,Externo,Bueno
1515,EQ-01515,SN-1515-11228226,Esfigmomanómetro,Apoyo a diagnóstico,Omron,OM-806,II,Baja,2025-04-21,228000.0,13,Comodato,,True,Interno,Baja
1516,EQ-01516,SN-1516-56867307,Bomba de infusión,Soporte vital,ICU Medical,IC-586,III,Media,2012-05-20,1430000.0,13,Propio,,True,Interno,Bueno
1517,EQ-01517,SN-1517-94069390,Tallímetro,Apoyo a diagnóstico,Detecto,DE-178,I,Media,2012-08-13,164000.0,9,Propio,2014-09-08,True,Interno,Bueno
1518,EQ-01518,SN-1518-85844674,Monitor multiparámetro,Monitoreo,Spacelabs,SP-321,III,Alta,2022-03-03,4493000.0,14,Propio,,True,Interno,Bueno
1519,EQ-01519,SN-1519-84845240,Ecógrafo,Imagenología,Canon Medical,CA-890,II,Alta,2018-11-13,38895000.0,12,Propio,,True,Contrato,Bueno
1520,EQ-01520,SN-1520-98523830,Doppler vascular,Apoyo a diagnóstico,Huntleigh,HU-243,II,Media,2025-04-13,1662000.0,13,Comodato,,True,Externo,Bueno
1521,EQ-01521,SN-1521-52243622,Monitor signos vitales,Monitoreo,GE HealthCare,GE-928,II,Alta,2012-02-24,1468000.0,9,Propio,,True,Externo,Bueno
1522,EQ-01522,SN-1522-87281852,Monitor multiparámetro,Monitoreo,Spacelabs,SP-479,III,Alta,2022-10-31,3711000.0,10,Propio,,True,Interno,Regular
1523,EQ-01523,SN-1523-35022185,Bomba de infusión,Soporte vital,B. Braun,BB-972,III,Alta,2014-12-03,1510000.0,15,Propio,2017-02-13,True,Interno,Bueno
1524,EQ-01524,SN-1524-79472106,Bicicleta ergométrica,Rehabilitación,SCIFIT,SC-304,I,Baja,2025-08-09,2822000.0,12,Propio,2027-03-04,True,Interno,Bueno
1525,EQ-01525,SN-1525-94495577,Electrocardiógrafo,Monitoreo,Philips,PH-700,II,Media,2021-11-03,2964000.0,9,Arriendo,,True,Interno,Bueno
1526,EQ-01526,SN-1526-60763877,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-920,I,Media,2022-09-06,6041000.0,14,Propio,2025-03-05,True,Interno,Bueno
1527,EQ-01527,SN-1527-49750816,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-259,II,Alta,2025-06-11,157000.0,9,Propio,,False,Contrato,Bueno
1528,EQ-01528,SN-1528-66390002,Monitor multiparámetro,Monitoreo,Spacelabs,SP-934,III,Alta,2025-06-26,4478000.0,14,Propio,2027-12-10,True,Interno,Regular
1529,EQ-01529,SN-1529-50356118,Monitor multiparámetro,Monitoreo,Philips,PH-538,III,Alta,2012-01-18,2340000.0,15,Propio,2013-08-26,True,Externo,Bueno
1530,EQ-01530,SN-1530-36865309,Desfibrilador,Soporte vital,Nihon Kohden,NI-789,III,Alta,2019-01-22,8155000.0,7,Propio,2020-02-07,True,Interno,Bueno
1531,EQ-01531,SN-1531-75201378,Bomba PCA,Soporte vital,ICU Medical,IC-340,III,Media,2015-10-01,2966000.0,14,Propio,2017-06-24,False,Contrato,Bueno
1532,EQ-01532,SN-1532-90863604,Bomba de infusión,Soporte vital,Mindray,MI-837,III,Media,2025-07-15,1826000.0,9,Propio,2027-05-19,True,Contrato,Regular
1533,EQ-01533,SN-1533-99848812,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-285,II,Baja,2019-04-22,139000.0,13,Propio,2021-03-16,True,Externo,Bueno
1534,EQ-01534,SN-1534-79287870,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-782,I,Baja,2012-07-06,4407000.0,12,Comodato,2014-05-11,True,Contrato,Bueno
1535,EQ-01535,SN-1535-27696631,Termómetro clínico,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-874,II,Media,2020-06-09,41000.0,10,Propio,,True,Interno,Regular
1536,EQ-01536,SN-1536-93689942,Monitor signos vitales,Monitoreo,Welch Allyn/Hillrom,WE-505,II,Alta,2026-02-10,1325000.0,13,Propio,2028-06-07,True,Interno,Regular
1537,EQ-01537,SN-1537-93696411,Doppler fetal,Apoyo a diagnóstico,Gima,GI-437,II,Baja,2016-10-19,772000.0,13,Propio,2019-05-01,False,Externo,Bueno
1538,EQ-01538,SN-1538-47832615,Electroestimulador,Rehabilitación,I-TECH,IT-911,II,Baja,2013-08-17,2837000.0,12,Propio,2015-12-17,False,Interno,Bueno
1539,EQ-01539,SN-1539-88837641,Glucómetro,Apoyo a diagnóstico,Gima,GI-830,II,Media,2025-05-02,61000.0,11,Propio,,True,Interno,Regular
1540,EQ-01540,SN-1540-30327770,Ventilador mecánico,Soporte vital,Hamilton Medical,HA-229,III,Alta,2018-04-18,36712000.0,13,Propio,2020-06-17,True,Interno,Bueno
1541,EQ-01541,SN-1541-79110589,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-385,II,Baja,2014-10-16,167000.0,13,Propio,,True,Interno,Baja
1542,EQ-01542,SN-1542-24495258,Incubadora,Neonatología,Dräger,DR-486,III,Alta,2016-03-02,12567000.0,6,Comodato,2018-12-02,True,Interno,Bueno
1543,EQ-01543,SN-1543-16249288,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-109,I,Alta,2024-04-24,3901000.0,11,Propio,,True,Interno,Baja
1544,EQ-01544,SN-1544-22097251,Audiómetro,Apoyo a diagnóstico,Gima,GI-888,II,Media,2020-02-25,7039000.0,15,Propio,,True,Interno,Bueno
1545,EQ-01545,SN-1545-37680038,Esfigmomanómetro,Apoyo a diagnóstico,Microlife,MI-755,II,Baja,2015-04-09,260000.0,11,Propio,2016-10-15,True,Contrato,Regular
1546,EQ-01546,SN-1546-89853437,Monitor multiparámetro,Monitoreo,Edan,ED-128,III,Media,2013-03-04,4161000.0,10,Propio,,False,Contrato,Bueno
1547,EQ-01547,SN-1547-63169372,Tallímetro,Apoyo a diagnóstico,Tanita,TA-368,I,Baja,2013-12-28,340000.0,7,Propio,,True,Interno,Bueno
1548,EQ-01548,SN-1548-31070313,Monitor multiparámetro,Monitoreo,Bionet,BI-711,III,Alta,2013-03-05,4995000.0,13,Propio,,True,Interno,Bueno
1549,EQ-01549,SN-1549-19951710,Selladora térmica,Esterilización,MELAG,ME-260,I,Baja,2020-08-01,1772000.0,10,Propio,2023-03-10,False,Interno,Bueno
1550,EQ-01550,SN-1550-85397564,Esfigmomanómetro,Apoyo a diagnóstico,Gima,GI-457,II,Baja,2019-01-06,175000.0,11,Propio,2020-10-16,True,Contrato,Bueno
1551,EQ-01551,SN-1551-60782189,Bomba de infusión,Soporte vital,B. Braun,BB-544,III,Alta,2017-04-30,1839000.0,8,Propio,,True,Interno,Bueno
1552,EQ-01552,SN-1552-79192176,Bomba de infusión,Soporte vital,Baxter,BA-179,III,Alta,2014-01-27,1938000.0,12,Arriendo,,True,Interno,Bueno
1553,EQ-01553,SN-1553-22798608,Monitor multiparámetro,Monitoreo,Edan,ED-384,III,Media,2019-04-10,3210000.0,12,Propio,,True,Interno,Bueno
1554,EQ-01554,SN-1554-43943804,Balanza clínica,Apoyo a diagnóstico,Detecto,DE-418,I,Baja,2025-11-09,962000.0,11,Propio,,True,Interno,Bueno
1555,EQ-01555,SN-1555-97336068,Camilla de fisioterapia,Rehabilitación,Enraf-Nonius,EN-285,I,Baja,2023-02-02,1445000.0,12,Propio,2025-01-31,False,Externo,Bueno
1556,EQ-01556,SN-1556-38284727,Bomba de infusión,Soporte vital,Baxter,BA-868,III,Alta,2012-07-22,2111000.0,9,Propio,,True,Interno,Bueno
1557,EQ-01557,SN-1557-57465623,Arco C,Imagenología,Canon Medical,CA-718,II,Alta,2017-10-28,164218000.0,13,Comodato,2019-05-11,True,Interno,Bueno
1558,EQ-01558,SN-1558-33415246,Ecógrafo,Imagenología,Samsung Medison,SA-405,II,Alta,2024-02-11,52383000.0,10,Propio,2027-01-13,False,Externo,Regular
1559,EQ-01559,SN-1559-86744575,Monitor multiparámetro,Monitoreo,Edan,ED-751,III,Media,2021-05-11,5307000.0,13,Comodato,2024-04-20,False,Interno,Bueno
1560,EQ-01560,SN-1560-15821607,Camilla de transporte,Apoyo a diagnóstico,Hillrom/Baxter,HI-668,I,Baja,2019-01-31,4528000.0,12,Propio,2020-03-31,True,Externo,Bueno
1561,EQ-01561,SN-1561-52279453,Monitor multiparámetro,Monitoreo,GE HealthCare,GE-151,III,Media,2017-07-29,4095000.0,10,Propio,,False,Externo,Bueno
1562,EQ-01562,SN-1562-67050526,Electroestimulador,Rehabilitación,Globus,GL-121,II,Baja,2019-11-08,1847000.0,14,Comodato,2022-08-21,True,Interno,Bueno
1563,EQ-01563,SN-1563-53027186,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-887,I,Media,2023-05-29,2593000.0,12,Propio,,True,Externo,Bueno
1564,EQ-01564,SN-1564-17181577,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-329,II,Media,2025-01-17,127000.0,14,Propio,2027-07-20,True,Contrato,Regular
1565,EQ-01565,SN-1565-44046853,Monitor multiparámetro,Monitoreo,Philips,PH-103,III,Alta,2015-01-24,4488000.0,11,Propio,2016-07-08,True,Externo,Bueno
1566,EQ-01566,SN-1566-59230166,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-672,I,Baja,2018-02-09,5308000.0,7,Propio,,True,Interno,Bueno
1567,EQ-01567,SN-1567-72256333,Camilla de fisioterapia,Rehabilitación,Gymna,GY-229,I,Media,2017-09-26,1178000.0,13,Comodato,2018-12-29,True,Interno,Bueno
1568,EQ-01568,SN-1568-61403682,Balanza clínica,Apoyo a diagnóstico,Tanita,TA-559,I,Baja,2020-03-25,629000.0,13,Comodato,2023-03-10,False,Externo,Bueno
1569,EQ-01569,SN-1569-49198467,Esfigmomanómetro,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-156,II,Alta,2012-02-13,129000.0,13,Propio,2015-01-07,True,Interno,Bueno
1570,EQ-01570,SN-1570-82190200,Bomba PCA,Soporte vital,ICU Medical,IC-588,III,Media,2024-06-03,1875000.0,10,Propio,,True,Interno,Bueno
1571,EQ-01571,SN-1571-70623870,Bomba de infusión,Soporte vital,ICU Medical,IC-697,III,Alta,2012-08-18,963000.0,10,Comodato,,True,Contrato,Bueno
1572,EQ-01572,SN-1572-43436314,Esfigmomanómetro,Apoyo a diagnóstico,Microlife,MI-864,II,Baja,2023-01-25,262000.0,12,Propio,,True,Interno,Regular
1573,EQ-01573,SN-1573-97640583,Ventilador mecánico,Soporte vital,Dräger,DR-411,III,Alta,2011-07-21,28278000.0,11,Propio,2013-02-27,True,Interno,Bueno
1574,EQ-01574,SN-1574-59250418,Carro de transporte estéril,Esterilización,CISA Group,CI-697,I,Alta,2018-12-20,2274000.0,8,Propio,,True,Contrato,Bueno
1575,EQ-01575,SN-1575-89693069,Termómetro clínico,Apoyo a diagnóstico,Omron,OM-788,II,Baja,2015-10-09,129000.0,12,Comodato,2016-12-23,True,Interno,Bueno
1576,EQ-01576,SN-1576-85359760,Bomba de infusión,Soporte vital,Baxter,BA-265,III,Alta,2016-08-18,1683000.0,13,Propio,,True,Contrato,Bueno
1577,EQ-01577,SN-1577-15718248,Termómetro clínico,Apoyo a diagnóstico,Braun,BR-189,II,Baja,2024-06-06,120000.0,8,Propio,2026-09-04,True,Interno,Bueno
1578,EQ-01578,SN-1578-96450053,OCT,Oftalmología,Topcon,TO-313,II,Alta,2017-12-18,75550000.0,11,Propio,,True,Externo,Bueno
1579,EQ-01579,SN-1579-96780205,Glucómetro,Apoyo a diagnóstico,Abbott,AB-243,II,Media,2020-11-07,38000.0,11,Propio,,False,Contrato,Bueno
1580,EQ-01580,SN-1580-54090641,Bomba de infusión,Soporte vital,Fresenius Kabi,FR-610,III,Alta,2025-01-19,2073000.0,9,Propio,,True,Externo,Bueno
1581,EQ-01581,SN-1581-80790075,Otoscopio,Apoyo a diagnóstico,HEINE,HE-753,I,Media,2011-03-24,423000.0,10,Propio,2013-10-30,True,Interno,Bueno
1582,EQ-01582,SN-1582-69872386,Oftalmoscopio,Apoyo a diagnóstico,HEINE,HE-237,I,Baja,2013-04-10,553000.0,7,Comodato,2016-03-22,True,Externo,Bueno
1583,EQ-01583,SN-1583-33100108,Ecógrafo,Imagenología,Fujifilm,FU-712,II,Media,2014-01-19,28918000.0,8,Propio,,True,Interno,Bueno
1584,EQ-01584,SN-1584-83908672,Máquina de anestesia,Soporte vital,Mindray,MI-156,III,Alta,2018-02-03,54719000.0,9,Propio,,True,Contrato,Regular
1585,EQ-01585,SN-1585-19389273,Desfibrilador,Soporte vital,Stryker/Physio-Control,ST-530,III,Alta,2014-06-23,6225000.0,12,Propio,2016-12-24,False,Interno,Bueno
1586,EQ-01586,SN-1586-47075353,Carro de transporte estéril,Esterilización,MMM Group,MM-223,I,Media,2022-06-19,2543000.0,11,Comodato,2024-01-14,False,Externo,Bueno
1587,EQ-01587,SN-1587-95392833,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-529,II,Baja,2023-04-27,51000.0,9,Arriendo,2025-02-12,False,Externo,Bueno
1588,EQ-01588,SN-1588-35342457,Doppler fetal,Apoyo a diagnóstico,Gima,GI-928,II,Baja,2017-05-26,472000.0,10,Propio,2019-11-16,True,Contrato,Bueno
1589,EQ-01589,SN-1589-73042648,Camilla de transporte,Apoyo a diagnóstico,Hillrom/Baxter,HI-735,I,Media,2013-08-20,5485000.0,14,Propio,2016-07-01,True,Contrato,Bueno
1590,EQ-01590,SN-1590-50911799,Monitor multiparámetro,Monitoreo,Mindray,MI-162,III,Media,2022-06-23,5217000.0,11,Propio,2023-08-06,False,Interno,Regular
1591,EQ-01591,SN-1591-98964869,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-626,I,Baja,2024-03-15,6405000.0,12,Comodato,2025-04-25,False,Externo,Bueno
1592,EQ-01592,SN-1592-29423224,Electroestimulador,Rehabilitación,DJO/Compex,DJ-156,II,Media,2017-02-27,2940000.0,10,Comodato,,True,Contrato,Bueno
1593,EQ-01593,SN-1593-87098164,Autorrefractómetro,Oftalmología,Tomey,TO-314,I,Alta,2024-05-04,10544000.0,10,Propio,2026-10-22,True,Interno,Bueno
1594,EQ-01594,SN-1594-68682989,Bomba de infusión,Soporte vital,B. Braun,BB-121,III,Alta,2022-10-11,2156000.0,12,Propio,,True,Interno,Bueno
1595,EQ-01595,SN-1595-39053381,Ecógrafo,Imagenología,Esaote,ES-399,II,Alta,2011-02-19,27034000.0,15,Propio,2012-12-22,True,Contrato,Bueno
1596,EQ-01596,SN-1596-80348440,Centrífuga,Laboratorio,Thermo Fisher Scientific,TH-931,I,Media,2025-08-18,1153000.0,9,Propio,2028-03-04,False,Contrato,Bueno
1597,EQ-01597,SN-1597-17774292,Balanza clínica,Apoyo a diagnóstico,Detecto,DE-875,I,Baja,2018-09-22,236000.0,10,Propio,,True,Externo,Bueno
1598,EQ-01598,SN-1598-94838288,Otoscopio,Apoyo a diagnóstico,HEINE,HE-317,I,Media,2024-09-04,654000.0,12,Comodato,,True,Contrato,Bueno
1599,EQ-01599,SN-1599-85681859,Bomba de infusión,Soporte vital,Mindray,MI-379,III,Alta,2025-03-25,1789000.0,10,Propio,2027-09-17,False,Contrato,Bueno
1600,EQ-01600,SN-1600-71938367,Oftalmoscopio,Apoyo a diagnóstico,HEINE,HE-577,I,Media,2018-05-09,450000.0,14,Propio,,False,Contrato,Bueno
1601,EQ-01601,SN-1601-63410317,Bomba de infusión,Soporte vital,Baxter,BA-686,III,Media,2012-05-26,2386000.0,10,Propio,,False,Interno,Bueno
1602,EQ-01602,SN-1602-81289041,Glucómetro,Apoyo a diagnóstico,Gima,GI-390,II,Media,2024-05-08,64000.0,13,Propio,,False,Interno,Regular
1603,EQ-01603,SN-1603-24657745,Monitor multiparámetro,Monitoreo,Bionet,BI-213,III,Media,2013-05-29,3689000.0,13,Comodato,,True,Interno,Bueno
1604,EQ-01604,SN-1604-13163414,Máquina de anestesia,Soporte vital,Dräger,DR-248,III,Media,2017-09-01,33796000.0,13,Propio,,False,Externo,Bueno
1605,EQ-01605,SN-1605-79307647,Analizador hematológico,Laboratorio,Siemens Healthineers,SI-189,II,Baja,2024-11-17,11248000.0,14,Propio,2027-05-30,True,Interno,Bueno
1606,EQ-01606,SN-1606-34397146,Monitor multiparámetro,Monitoreo,GE HealthCare,GE-595,III,Media,2017-10-09,3401000.0,11,Propio,,True,Externo,Bueno
1607,EQ-01607,SN-1607-99597003,Esfigmomanómetro,Apoyo a diagnóstico,A&D Medical,AD-246,II,Alta,2016-05-22,142000.0,14,Propio,,True,Contrato,Bueno
1608,EQ-01608,SN-1608-82762806,Bomba de infusión,Soporte vital,Baxter,BA-947,III,Media,2015-08-31,1377000.0,9,Propio,,True,Interno,Bueno
1609,EQ-01609,SN-1609-46978917,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-829,I,Media,2013-06-25,2661000.0,12,Propio,2015-12-10,False,Interno,Bueno
1610,EQ-01610,SN-1610-90029204,Esfigmomanómetro,Apoyo a diagnóstico,Gima,GI-572,II,Baja,2026-04-14,256000.0,11,Propio,2027-12-30,True,Interno,Bueno
1611,EQ-01611,SN-1611-49197864,Monitor multiparámetro,Monitoreo,Nihon Kohden,NI-463,III,Media,2011-07-01,3926000.0,15,Propio,,True,Interno,Bueno
1612,EQ-01612,SN-1612-71949355,Esfigmomanómetro,Apoyo a diagnóstico,Gima,GI-757,II,Baja,2010-11-08,173000.0,13,Propio,,True,Contrato,Bueno
1613,EQ-01613,SN-1613-90299447,Oftalmoscopio,Apoyo a diagnóstico,Gima,GI-823,I,Alta,2015-08-02,775000.0,13,Arriendo,,True,Interno,Bueno
1614,EQ-01614,SN-1614-49130137,Espirómetro,Apoyo a diagnóstico,Gima,GI-379,II,Baja,2018-10-12,2464000.0,12,Arriendo,2021-07-07,True,Contrato,Bueno
1615,EQ-01615,SN-1615-94978787,Microscopio,Laboratorio,Leica,LE-952,I,Baja,2024-10-13,3939000.0,10,Comodato,2026-07-30,True,Interno,Bueno
1616,EQ-01616,SN-1616-76930710,Monitor multiparámetro,Monitoreo,Nihon Kohden,NI-799,III,Alta,2024-08-08,3917000.0,11,Propio,2025-08-27,True,Contrato,Regular
1617,EQ-01617,SN-1617-13110487,Autoclave,Esterilización,W&H,WH-173,II,Alta,2015-01-27,16768000.0,8,Propio,,True,Externo,Bueno
1618,EQ-01618,SN-1618-57698101,Bomba PCA,Soporte vital,Baxter,BA-670,III,Alta,2013-04-17,2543000.0,8,Propio,,False,Contrato,Bueno
1619,EQ-01619,SN-1619-80666117,Balanza clínica,Apoyo a diagnóstico,SECA,SE-540,I,Baja,2024-08-14,1206000.0,13,Propio,,False,Externo,Bueno
1620,EQ-01620,SN-1620-97720668,Termómetro clínico,Apoyo a diagnóstico,Gima,GI-433,II,Baja,2026-06-24,62000.0,13,Comodato,,True,Interno,Regular
1621,EQ-01621,SN-1621-66457932,Monitor multiparámetro,Monitoreo,Philips,PH-368,III,Media,2019-06-26,5516000.0,13,Propio,,True,Contrato,Bueno
1622,EQ-01622,SN-1622-58348493,Balanza clínica,Apoyo a diagnóstico,Detecto,DE-474,I,Baja,2022-03-09,1093000.0,7,Propio,,True,Interno,Bueno
